post_id,platform,account_name,account_type,source_category,source_url,published_at,post_text,translated_text_bm,language_detected,constituency,dun_code,district,party_mentioned,candidate_mentioned,issue_cluster,sentiment,sentiment_score,emotion,likes,comments,shares,views,engagement_total,stance_dap,stance_mca,stance_pn,stance_bn,ethnic_sensitive_flag,religion_sensitive_flag,misinformation_flag,risk_level,state,crawl_community,query_id,jenis_suara,weight_analisis,crawl_pipeline,engagement_rate
JHR-70a82549bfad8699,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMimAFBVV95cUxOU0M1MnpOSlU3MENjbURtalpqa3RNVUQtSkhnaTN1aVk3Q29Zb2s3emp1ZXRqWUxjdXktRURsaEVMc2ZFd0lIRWJrM2VmaldqMmtIQk93RGJkaUJwTFJ0MUE1dVZiak1xQmM5S055dDVvRGVCT3dESGE3Zkxic1A4QVZsazRLMFpILWM4cUsyanJkbW05TTBSOQ?oc=5,2026-06-30 07:00:00,Johor MB backs Aliyah’s Barisan bid in Endau. Johor MB backs Aliyah’s Barisan bid in Endau&nbsp;&nbsp;The Star,,en,Johor Bahru,JHR-N48,Johor Bahru,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,india,IN62,media_india,,,0.0
NS-5c52a9946adf598d,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMiuwFBVV95cUxQSmxUcFhaamJjOU1xa1RCSnhhdHgyUDNUckYtNlVaYXp0TVgtb0ZPSTFjdXBZLVZ0T214WFJVRFBoWElDWTg2eHV5VjlXMlVqR3dkOThzbGdQUURvZlpwTFNPeUo0enp1ZlB0amZHNVZ0d1YybS1UZlY0ZFZCMkNiZGRaUE9jQ3hvdk11azAwSGtHVEtWSEpsdTEwX1phMWFvT1NrR3VCa213VEdVVy12REY1SjJWb2R0YW1Z?oc=5,2026-07-05 07:16:49,"New digital immigration system, extra lanes planned by January, says PM. New digital immigration system, extra lanes planned by January, says PM&nbsp;&nbsp;KLSE Screener",,ms,Seremban,NS-N21,Seremban,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Negeri Sembilan,india,IN62,media_india,,,0.0
NS-623c3eb12e591413,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMiYkFVX3lxTE0wSDVsWERiZ3FXNWFKRzd4dHZGaDFqSnBmYzlCMEJmcy1CQk5ZUDRfN3B5YnZDOVUwSDk0VnRrUDExajl3bGl0Zm0zRU9LeFFGamMzbVg3clEwUE16eVVqWnJB?oc=5,2026-06-29 15:46:00,Bernama Radio Producer Wins Red Tape Reform Media Award. Bernama Radio Producer Wins Red Tape Reform Media Award&nbsp;&nbsp;Bernama,,ms,Seremban,NS-N21,Seremban,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Negeri Sembilan,india,IN62,media_india,,,0.0
NS-769fa4dd8b29b5dc,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMiqgFBVV95cUxQS2tKa0d0VGZQUkt1cHFQVEtyRF9ETVZJTld2VkF2NElBMHlZMTZaMFVOOXlHb0I4UG44RjBkY0pDS2hYeU9MWVNINzVCUlZrNXlzbUVLbkJHMGdGMklBek1TTkJkOEtGa0lHb0dyaTY1aXk4R0dlQ2pmNDQtc2ZRT25iQng0VmhYcGJsWEQ1LU1HZ3hydmJ1bUlCN0doNlJTajBVbnBLdExpZw?oc=5,2026-07-05 10:39:16,PM vows to resolve Felda second-generation housing issue. PM vows to resolve Felda second-generation housing issue&nbsp;&nbsp;KLSE Screener,,ms,Seremban,NS-N21,Seremban,,,Housing,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Negeri Sembilan,india,IN62,media_india,,,0.0
NS-02ff03c5e981a75e,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMivAFBVV95cUxNc2prVHo5YTdkXzJRbUhpVVIyaDlYdFZmMlA1dWZoVERlbmNjRDJQWEJPSTVidjZfODJWWlkza3BxY05seUl5b3pqZVlJMjVRYW9ZQXVnQXo2VV9vZmRDTzdDZHRJOFNrRlRKbHgtM1hYUm1NOFVDRDN2dUpSNWl5MWJTSEZfV2Q2bnV1M0dDMGd3M2RRMnpIaGN6NE9ENmFHUzM0bUlWd25keUd2QzMtMWEyYVZlbXA2bVJGVw?oc=5,2026-07-06 02:05:29,"Malaysia, Singapore Target January Rollout Of New Digital Immigration System. Malaysia, Singapore Target January Rollout Of New Digital Immigration System&nbsp;&nbsp;BusinessToday Malaysia",,ms,Seremban,NS-N21,Seremban,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Negeri Sembilan,india,IN62,media_india,,,0.0
JHR-edbd4980ee2fedf2,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMiqwFBVV95cUxOYmpNZXEtM19ZTGZLQ2J3eS1URTVxMEtaai1KUGs3TWxxd1BUNEJockhQbUpCTm5oSUNkSU9yR0lyRFFQWFVMaXVFWXEteF9RVF9idW04MThaUk1kRmZmdy1MUnBMSWN3eFhvVUhhNUVNcHJzQ3I2d2U1N0pyQVVZMlFJS0JlZmcyMGNzbmVrdUlCcHh6TEJmbFZval9LeUd4NEc0ZWJhQktxOWvSAbABQVVfeXFMTmdWc2xsVmhLcTFyWGxIMjFRWG55THJEaHNzNUtwaHZZODZORXBjYmYzQjVmVkNONkEyYWt6cjJnTjlrQkNBMmw5dGVTSkhtTDRubXhmN3lTTWdaU1I2MUc2R2RPRWF1UGJfLVQxQU02NzlRTlJZWmtKSUxpczQ0eUV3LVBjeWdGSlo1RXY1cmZYVUhzU3VzdE9xN0VDc1Y0bkluY1M1TWRidWF1OW1temU?oc=5,2026-07-03 07:00:00,"Johor polls: Housing, environment top PSM manifesto for Skudai. Johor polls: Housing, environment top PSM manifesto for Skudai&nbsp;&nbsp;NST Online",,en,Skudai,JHR-N49,Johor Bahru,,,Housing,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,india,IN62,media_india,,,0.0
JHR-e45118ae973fb483,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMiYkFVX3lxTE5KSm02aVZ2dWtfeW0xWFVSTWdOOVJpQVJVQ0xta3owRVFpUE1IMlhwUUVseHVTVUJIX3Zzb2h0ei0xOEpHemVhTmpOanhPSDk0WHpuT2UzMUdwWFFNN0pCSzFn?oc=5,2026-07-04 23:54:18,"Focus on jobs, wages, housing to win Johor youth vote, BN told. Focus on jobs, wages, housing to win Johor youth vote, BN told&nbsp;&nbsp;Free Malaysia Today",,ms,Johor Bahru,JHR-N48,Johor Bahru,,,Housing,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,india,IN62,media_india,,,0.0
JHR-936f69febe9631c5,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMi2AFBVV95cUxQd2ZHWVpBblprWTRWVFB6OUp1S0FaanYwY1RCeDVaSzV4akJ4dkZESTNoT1pCcm1VLXA1OFNpbWlfTV9RbnNjQlNGbTZZeTdpZ3d3TWNMbm4ybEgyd0hHektZZnhMYUJZQTA0TEVPT2VSSHhJX0hQRVd2NjVnazNBekpobGJBZ0VjQjlmV1dEekdTTV8zZXpXTGNuZHZhaVhIcDF1Uk5LRmRlakljV0NiNVBWMDJRZ0hNMTVnel81QlpoT2dwc00wZno0S2xFeXhTVHA2ZWtDZVI?oc=5,2026-07-10 07:56:04,"Persiaran Skudai Factory/Warehouse for Rent in Johor Bahru, Johor by LOH KOK PONG. Persiaran Skudai Factory/Warehouse for Rent in Johor Bahru, Johor by LOH KOK PONG&nbsp;&nbsp;EdgeProp",,en,Johor Bahru,JHR-N48,Johor Bahru,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,india,IN62,media_india,,,0.0
NS-28032bbe84ee5137,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMiUEFVX3lxTE1jRGdpUldCanNaQTBYTFZubDVQR1hZdVlsVHd5eXl1Y1Y0aUhXSW1oV0VFdmROTjBXZWp5Ull1b0JHZVdfZlJPejhWN0ZtUjF6?oc=5,2026-07-08 23:31:09,2 pasangan suami isteri ditahan semula kes pukul pembantu rumah. 2 pasangan suami isteri ditahan semula kes pukul pembantu rumah&nbsp;&nbsp;MEXC,,ms,Seremban,NS-N21,Seremban,,,PAS Factor,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Negeri Sembilan,india,IN62,media_india,,,0.0
JHR-c73b9f9d8b9ed3d7,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMiUEFVX3lxTFBUTFZzUFVMTHVzU1hSOEJuZjVtSUZwV3N0eS1TMWg0bGtkeE1wdDF0UjBfM21tVHRPbHJDdERDVG83UWhiQ0htUDFnNVpIb0hP?oc=5,2026-07-04 18:12:19,"Johor perlukan pemimpin berani, faham rakyat, kata Anwar. Johor perlukan pemimpin berani, faham rakyat, kata Anwar&nbsp;&nbsp;MEXC",,ms,Johor Bahru,JHR-N48,Johor Bahru,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,india,IN62,media_india,,,0.0
NS-71d2f3d51eb2ab7a,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMiUEFVX3lxTE5LN3VqSU5iX0hhYWp3UGlmOEJEajZxeF9obWxxb28xcUlrbGlzdUFQdElpOTk4MF9EWEoxY1UwUmZTQ1dOTlpBVWdSNzlXNVRN?oc=5,2026-07-07 19:25:59,"Fared sasar 8,000 undi Bersatu di Semerah kembali kepada BN. Fared sasar 8,000 undi Bersatu di Semerah kembali kepada BN&nbsp;&nbsp;MEXC",,ms,Seremban,NS-N21,Seremban,,,Gerakan and PN,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Negeri Sembilan,india,IN62,media_india,,,0.0
JHR-3f8dd714e3c94976,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMiUkFVX3lxTE84Mjc5c1VSbGRaX29yM3ptQW1CaVlZWXZVWXgtSEZBcWJIRmRFaTVxVWlYamJfRDZyeUNwMXNJS3lLaEo1M1d4OUptZDEzV3hUTmc?oc=5,2026-07-03 07:00:00,SNAPSHOT | Maszlee dodges Johor MB candidate poser; new hospital to be built in Nilai. SNAPSHOT | Maszlee dodges Johor MB candidate poser; new hospital to be built in Nilai&nbsp;&nbsp;Malaysiakini,,en,Johor Bahru,JHR-N48,Johor Bahru,,,Candidate Performance,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,india,IN63,media_india,,,0.0
JHR-8c6697f42f961e7c,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMiZkFVX3lxTE5ORlZfTDRsZlRYbXlySHJtamtWQ3p0a2RLaHhOWEtXYlEyX0pKQmhPY3dKUzdoQll5OVh4R25ITER4QmlKeXF2ZUhucGhrdDVKeHR3NldWYkE2eVI5akZBSGFKM1RVQQ?oc=5,2026-06-22 07:00:00,"Johor Specialist Hospital Performs Malaysia’s First Awake Mastoid, Eardrum Repair Surgery. Johor Specialist Hospital Performs Malaysia’s First Awake Mastoid, Eardrum Repair Surgery&nbsp;&nbsp;Bernama",,ms,Johor Bahru,JHR-N48,Johor Bahru,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,india,IN63,media_india,,,0.0
JHR-3f881368ae22fd69,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMisAFBVV95cUxOellpS1dSQ1AxSVNxdW5vWnMzUHpqeS1kWDVNTG96cjBpNHBqOUd3WVFuMVZtQWk4dDFFRzQwZTI5dm1NTFA4bWZ2WUtCdERCd2JwNzc3WVNITDRNUUVITG44T1FsZVdRbjNhSlAybHdfSXFQVjJ6d2o2bldWRDFyZlFJa05EdUgwR1VpTW1SYUlmRnpRdU93XzZQRW5OVU9nY0pRLVhQcGRWdnJKWjh3OQ?oc=5,2026-07-09 03:46:34,Johor’s Cardiothoracic Service Can’t Continue Like This — Medical Officer. Johor’s Cardiothoracic Service Can’t Continue Like This — Medical Officer&nbsp;&nbsp;CodeBlue,,ms,Johor Bahru,JHR-N48,Johor Bahru,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,india,IN63,media_india,,,0.0
JHR-5742661bceb9a9c0,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMiswFBVV95cUxNSENCX2U4d3I3N2h0WXE1eUlxcm9sc2FnTU5LX18wd3dhOUN4ZXZOZUcyY1NMQ3BMNFVwQXRWQzN4U1VjUEpCZWIxSWhxbmJqczdGeXozbi1wejdodkhYX2FtTFZkRmppREtMUGJKYWZEeUdNQlJtNl9jWWxTRENjRHh0dDFoMHlMOFpvT09tTWM2MFczTUhXXzVFbFZDdHByeWIzRHVkRzBLbWVLMjdwcTZfZ9IBuAFBVV95cUxOZGlHLUhmVkRoX1U1Tk03MERhTDB1LXFSdGh4Q3B0U0RMcE5yMFZOZDdwN1RwZ2Q4YlBoTUdEZzl1Rm5XeUlXNkw5U1ZmdlI3R0NtN2M0aHd3cEZjU2c2d3ZIWUh3Z0NOV0MxejhlcklJTGlYYUlpQ1hUMDdoTW41SUJMWllwVUgwc0FmUF9NZ21YSG95TWJ6aFZhYno4TjN3NFJ0QTJJVi1oWFA4d3h1VmhRU3dPd01E?oc=5,2026-06-20 07:00:00,Gleneagles Johor leads Malaysia in advanced patient recovery care. Gleneagles Johor leads Malaysia in advanced patient recovery care&nbsp;&nbsp;NST Online,,en,Johor Bahru,JHR-N48,Johor Bahru,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,india,IN63,media_india,,,0.0
NS-e1da79f094bb335b,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMiWEFVX3lxTFB5S3dQUVJaWmo3Y1FPTnl4dVJGZ2NyRENQdDVCV3NkaGc2R0kyOE1UNFlxMnJ2VVROeWI0Vml5UFNWM0hYVjlJUnZYTWNyQkZ3Rmtrdld5MzM?oc=5,2026-06-15 07:00:00,Authorities refute claims Malaysian district hospital is shutting. Authorities refute claims Malaysian district hospital is shutting&nbsp;&nbsp;AFP Fact Check,,ms,Seremban,NS-N21,Seremban,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Negeri Sembilan,india,IN63,media_india,,,0.0
NS-7e61f3f20559d5e8,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMiuAFBVV95cUxQWVRKTWVwSk9ieTZCQW9KUURCWkx6UU9EZjhrYS03YVZ6YkVSWlZxcEVqbTY1MXpTSGgwckhNTmk1VHk5dUhIVXpQQTNSc0VkbkZaa2tYelhtZWhsYU5wQ21aeDE0YkVBbTlrdDgxLXc0RFJ5Y3FnVTRlMUZtdmJlYUVjcVkzbGFMU040b0txemdvVnpKQmlCRFlrNGZES1dqWmViN1h6YTkydmdBYlRYSU9BZlVGdnZz?oc=5,2026-07-08 00:39:10,Increase competitive edge - KPJ Damansara Specialist Hospital. Increase competitive edge - KPJ Damansara Specialist Hospital&nbsp;&nbsp;Mayo Clinic,,ms,Seremban,NS-N21,Seremban,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Negeri Sembilan,india,IN63,media_india,,,0.0
NS-7d557f5245f90038,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMi1wFBVV95cUxPRWsxZHpZYjRqRkJER2JfdmNqbEFtN1B4VlBOYmJudEVqMXV2LV9ERlN4eGk5VVR0WGlOMXF0dTF4eGxocVRCOW5sZlZ2YkhWTFM1Rm9KQkpVZzlMQVB1VTNLbmFqRTVzbjU0QjN6RWNocW13R0NaODB0QnpIeFpvSEN5Q0p3VVZtNWQtRE5rSzV0SzVaTkhqOEVaVllMQmFoSVlBbWdURUR4MVNkNF9mN0RGNzJvX2pwanhZSnA4NWk4RC1nSk54T2ZHVkhFZml1a2dMYTY5SdIB3AFBVV95cUxONU9YcmVkYndaUkZqS2xCVUVOZFd0UHN6QU9iRVRSYjdHcnpPeXRBUjdEZW96bWJZcUdpTUo1QUlyWWhqdXlHOG5xS280cUd1LUc3N2V1ek0tRmRyS0x1UlVuRXRhYjRUX1AwS0tXTUhYSU9hcnotemdraUdhWjZIbmMwNXFWYUVlSUVIcmhwTmZESWxselFQZjNWX3FRZmh1LUhVSWhEN3FDMkp3b1F0aldkbU1xc1dRYmgtMnI0RldqczVLOTdNU0l5TkZFY2FuaHNnVW5rbzVLb1hK?oc=5,2026-06-20 07:00:00,"Doctor, two-year-old daughter among three killed in Pekan crash triggered by puddle. Doctor, two-year-old daughter among three killed in Pekan crash triggered by puddle&nbsp;&nbsp;Malay Mail",,en,Seremban,NS-N21,Seremban,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Negeri Sembilan,india,IN63,media_india,,,0.0
NS-db84a92f99119457,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMikAFBVV95cUxOa3J5MUZwRFdtaHlSUFRhN0Zuck1XekhDYlp1aFV4RE5fVjRVcDN4RWRqVkpobHNxWEFaNUh3WkhwTTdXaVhyNTJNMzA4eUNVVFpJcFZ4b0VBdWE0dVJoREF2YVZpelgzQnVhUWpoWEE0dkhZczRHcXdUcU5fZndYU3lUNlNpbW1jXzVIZkJyNDQ?oc=5,2026-06-21 07:00:00,Doctor among three killed in accident. Doctor among three killed in accident&nbsp;&nbsp;The Star,,en,Seremban,NS-N21,Seremban,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Negeri Sembilan,india,IN63,media_india,,,0.0
NS-bfca094404aba479,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMiqwFBVV95cUxOWkpUY2duTy13V0JVTzJSSjJrQm9qWmVRaF9OR2dlc3RKclNVT0gwclhqRjUwLTRVUHM2MXk4S0NPUnREZFZYQVU2STk5UHc3ejhYUW1iQTE2bFpQZW5vd0pmZi0xeE5oS0I4ZF9IVGhXVkx5ZnlHaWFuaExaUEY1eXdILU9fcTVXZFJQMmM5MUE0UGJ2WHF1bzIySTRhR3pXeTlmRVRCSUlXQ1k?oc=5,2026-06-16 07:00:00,KPJ Healthcare posts RM4.26bil revenue in 2025. KPJ Healthcare posts RM4.26bil revenue in 2025&nbsp;&nbsp;Free Malaysia Today,,en,Seremban,NS-N21,Seremban,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Negeri Sembilan,india,IN63,media_india,,,0.0
NS-1e904bc706d962b3,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMie0FVX3lxTE9MTUpTMDI3OU5XV2MtTFNJeTVlazdEUXUwX1NiSnBxVUVhMkt1OXZNRXNjckxVTEx6SG9BUUxQQnVad3c0Vk1qQmZXZlhRdXE3LXNmS0ZFVkozcnBDb1BVeHU3VlZZaVJuMFpkbkhaZWtGdVB4UGhGdTAyMA?oc=5,2026-07-10 14:12:54,Israel defends detention of Gaza hospital chief. Israel defends detention of Gaza hospital chief&nbsp;&nbsp;The Sun Malaysia,,en,Seremban,NS-N21,Seremban,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Negeri Sembilan,india,IN63,media_india,,,0.0
NS-bfd44f0569f449c1,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMiwAFBVV95cUxQRlByRU45M1RBZnpvRlM2ay1Ea20tdzJwTDNqbk5jQ1VJaWpKMUNsb2xGNk9GZ2tlNU5FUzhoU0tSdGxTdXQ3UXpQSHk4LW5FZS15WWE3aUtvcVlnUzREcG9fV3I1Ry1sM3VTejJRaU5pSHVycFktampDdFFGYWpOYlh4cDAwR0QzaVpDR3JCREtwdHhRbWpNQ2ZWNmVSMkV3ZnQ1X0U0b1V6c2xXMklZQmhQcHVuVC15cy1RRFhlMjI?oc=5,2026-07-08 02:01:25,"HSAJB’s Cardiology Department Understaffed, Overworked, Lacking Equipment — Specialist. HSAJB’s Cardiology Department Understaffed, Overworked, Lacking Equipment — Specialist&nbsp;&nbsp;CodeBlue",,ms,Seremban,NS-N21,Seremban,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Negeri Sembilan,india,IN63,media_india,,,0.0
NS-fd1fe9030a9779d1,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMiuwFBVV95cUxNSE0xdmVRVmhXNWktY0RrNTRUVEF4VWg2VGQ2b2h2ZkZ3RVlkSzM1TTcxVHRUTHFNWE96YzJqTEZXZF9yVk5kMmxqY0dyTjNZSXRHODlTU2dwOXJkTkJRdHFDYUZSbkk0VnU4U2tsWWpzcmE1dzNKV1VCbUVkMjhKOFdoM2xtMnlhbkhYX3EwbTRQcFd4WkhHbDFrWk8wQWRyZkVLLUJid19SRlBRSnJ4MUxSNHpYM21BUjNV0gHAAUFVX3lxTE1nWm5hd3RhZHBlUVVITmJiMnVqbzUtUC14YTlrVnUyMHEwcmtjc0R5aWZ2aHhmRTRiYTVJN1FZWmtTSW1CYXhkdUx2Nk9qM0dfQ2ltLWtaWjN1LV9aOG5scXlfMThvT1BESTZkVk5ZV3dMTXlTQl9zZ0I5Q1F1Y2o5V2ItZHhneUZfOUdRX3VUZE5yRER3cDhkRGxkUWtIRkhITjBmWTduZmRwdnN0eHZkcGFlUmJuNTBBODd3Um93Qg?oc=5,2026-07-01 07:00:00,"Weak referral system leads to rising demand, cost pressures: Private hospitals body. Weak referral system leads to rising demand, cost pressures: Private hospitals body&nbsp;&nbsp;NST Online",,ms,Seremban,NS-N21,Seremban,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Negeri Sembilan,india,IN63,media_india,,,0.0
NS-0e309cc19d2903b3,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMiZEFVX3lxTE05OGVURnppOEFVLXFTOHRwYzV0R29lTmlsSlBYcEZrYVNpZkgtVTFkMGFsdl9xa1N6UEt4RGlWa1pIMEZiWmtjS2dNZExaaGF2dmdEV1ZjZnpiWHNUaEZ6T2VnbHM?oc=5,2026-07-01 11:44:08,Dr Savitha Dharan Appointed As CEO Of Thomson Hospital Kota Damansara. Dr Savitha Dharan Appointed As CEO Of Thomson Hospital Kota Damansara&nbsp;&nbsp;Bernama,,ms,Seremban,NS-N21,Seremban,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Negeri Sembilan,india,IN63,media_india,,,0.0
NS-2f1de5cc817d2b60,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMizgFBVV95cUxOMnFfdHUwUGw1azdDb2hvcm1qRGc2Y09QeGZGTUZwOWpJUkNCNW05dnI1ZmlmdlBQOEtIZ0U3c3I3N2YxdTJ5eWozYnpwNy1Ja0RzejZDS09aa3ROWnVVTnhHTGNNTEg1Mk5EZHFzU25kZUJLYUJaNWhjcnd2WFlnQVZiaWw3NGFPNG1kY2NZOFpkN2drUWpqanI4cXFqeFZFSXBtYkxvYmM3bHFsNzI5RzNuSVYtOEtjYWc1TFc3TG9HalF4N2JVc0F6SHVxQdIBwAFBVV95cUxOV3EwcVNadkw4Rm4tVjFGQUlibXhVY0lWbmxuTldDMnZScXlTZDhob1FPVS1nWkRFeTZoakhna25BSG05T29fVjA5cmJ2TWUzUzhoQ0ZsRkE4ejB6ZzBYV1hzcTN0ODRkRzNwWFN5S3lUWnA0LW1XX2RsRFQ0U0ZwNlIwXzFIRTQzN0RjbDdXUF9Cak43QXNhQlR3dHVZazRYc1hmLUhZZWctVHVEbFdxdTVJeEJLXzNjN0U1Tk5iMFU?oc=5,2026-07-02 07:00:00,BTH: Policyholders priced out & the hidden charges in your hospital bill [WATCH]. BTH: Policyholders priced out & the hidden charges in your hospital bill [WATCH]&nbsp;&nbsp;NST Online,,en,Seremban,NS-N21,Seremban,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Negeri Sembilan,india,IN63,media_india,,,0.0
NS-d49d075ec407a209,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMiZkFVX3lxTFBjN0VNRW13X0Fxdlk0d1NfWG9KOFdJMU5QbE9HUjlTOFNyN1QtTUpMQjIzSjlpTU1xSVhqcXZtbkdLQlBZQ0k4SDVfbml3R3pnTEdBcks4d2p0ZmxHSEk3Ylp2WGFWQQ?oc=5,2026-06-29 07:00:00,Person Sleeping In Queen Elizabeth Hospital Lobby Not Patient Awaiting Treatment - Sabah Health Dept. Person Sleeping In Queen Elizabeth Hospital Lobby Not Patient Awaiting Treatment - Sabah Health Dept&nbsp;&nbsp;Bernama,,en,Seremban,NS-N21,Seremban,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Negeri Sembilan,india,IN63,media_india,,,0.0
NS-e0c2a1be3542389b,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMiowFBVV95cUxQcXM1MHRhLU04akp4T2pMQ3c2dnZUeVpJTDJDSVVHa2lCQXktaWVBcHpTcDZtemg0MXE5T2txUkJOak1Qa3ZZTWw4SURVQmNSN1prX1o5bTRzdEYtMmNoRFJlejQ3T01RVmxPcXQ2SVNIbTM5V0hjRzkweGdCRkxyY0lBR2ZFODktclN3MlFNY2E0NHpjTzFLSlQtdDZMNTdDYm5N?oc=5,2026-07-08 04:01:27,Behind Closed Doors In HSAJB’s Emergency Department — Houseman. Behind Closed Doors In HSAJB’s Emergency Department — Houseman&nbsp;&nbsp;CodeBlue,,en,Seremban,NS-N21,Seremban,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Negeri Sembilan,india,IN63,media_india,,,0.0
NS-204d3546e2187305,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMivAFBVV95cUxOcldheWtZMmJmb0F2bE45SnFwUUd0RWcwcmt1dkhGMTRSX2gwRDgyTmI0VGE5SXRxWlpoZnNIM3hHajFadW83ck9tUWdnVkE0VndrSDVnUmRNVnd3bzZJOWhsSTU1LS1pSTdveVBab2NJU2hib2ZHR1ZaVDdxSnA0MmdBaWlwUTZqbVBlT1hFVXUxTi1NdDRhNV94VGVSWG16U2xFWFowc2FZODNoOGpfTUZ4N1h6N1h5TkRaLdIBwgFBVV95cUxNclllYUtfSXN4UlJpS000bXhIUkZBT1dWT0F1WXV0eW42eFNHdElzSzBoeDR0ZkNTbWx4RU5yWm9NcmtmMjJtWnBKcDBRZVh0a0pjU1VjR3h0dFBTUW1DWWZhS0lOT3Azd0ZWaVZ2V0Z4a2c2b0QzRGg5bGsxcGNKVnhTYnVNdkpYM09UaGF6LWVHbTVtaHM0bXdteG03MEtnYldiS2UwWW1JaENtVk10UzRPM0FqMkxRWmtkcnJlQnREdw?oc=5,2026-06-29 07:00:00,Sabah Health Department pledges upgrades at Queen Elizabeth Hospital I following social media complaints. Sabah Health Department pledges upgrades at Queen Elizabeth Hospital I following social media complaints&nbsp;&nbsp;NST Online,,ms,Seremban,NS-N21,Seremban,,,Other,nan,-0.4,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Negeri Sembilan,india,IN63,media_india,,,0.0
